Time,Mean_N,Mean_C,Mean_A,Mean_X
0.0,0.9975,0.0025,0.0,0.0
1.0,0.682,0.22,0.079,0.019
2.0,0.1715,0.28675,0.3335,0.20825
3.0,0.11675,0.1215,0.28675,0.475
4.0,0.10925,0.04425,0.172,0.6745
5.0,0.1105,0.02525,0.09375,0.7705
6.0,0.11475,0.016,0.05025,0.819
7.0,0.12025,0.0125,0.03475,0.8325
8.0,0.129,0.00475,0.01975,0.8465
9.0,0.15,0.00475,0.0115,0.83375
10.0,0.17675,0.0015,0.009,0.81275
11.0,0.216,0.0015,0.005,0.7775
12.0,0.27225,0.00275,0.004,0.721
13.0,0.33175,0.00975,0.00525,0.65325
14.0,0.36825,0.02575,0.0195,0.5865
15.0,0.39975,0.0285,0.041,0.53075
16.0,0.4595,0.017,0.0405,0.483
17.0,0.5145,0.01275,0.026,0.44675
18.0,0.57275,0.015,0.0215,0.39075
19.0,0.63625,0.0085,0.0175,0.33775
20.0,0.68175,0.00675,0.0145,0.297
21.0,0.722,0.008,0.01,0.26
22.0,0.75425,0.00375,0.01025,0.23175
23.0,0.779,0.0005,0.006,0.2145
24.0,0.8005,0.001,0.00375,0.19475
25.0,0.8155,0.00075,0.0035,0.18025
26.0,0.833,0.0015,0.00275,0.16275
27.0,0.854,0.00125,0.0005,0.14425
28.0,0.87175,0.00025,0.00125,0.12675
29.0,0.89275,0.0005,0.001,0.10575
30.0,0.913,0.0,0.0005,0.0865
31.0,0.931,0.0,0.0,0.069
32.0,0.94775,0.0,0.0,0.05225
33.0,0.9625,0.0,0.0,0.0375
34.0,0.9755,0.0,0.0,0.0245
35.0,0.98525,0.0,0.0,0.01475
36.0,0.9905,0.0,0.0,0.0095
37.0,0.9945,0.0,0.0,0.0055
38.0,0.997,0.0,0.0,0.003
39.0,0.998,0.0,0.0,0.002
40.0,0.999,0.0,0.0,0.001
41.0,0.999,0.0,0.0,0.001
42.0,0.9995,0.0,0.0,0.0005
43.0,1.0,0.0,0.0,0.0
44.0,1.0,0.0,0.0,0.0
45.0,1.0,0.0,0.0,0.0
46.0,1.0,0.0,0.0,0.0
47.0,1.0,0.0,0.0,0.0
48.0,1.0,0.0,0.0,0.0
49.0,1.0,0.0,0.0,0.0
50.0,1.0,0.0,0.0,0.0
51.0,1.0,0.0,0.0,0.0
52.0,1.0,0.0,0.0,0.0
53.0,1.0,0.0,0.0,0.0
54.0,1.0,0.0,0.0,0.0
55.0,1.0,0.0,0.0,0.0
56.0,1.0,0.0,0.0,0.0
57.0,1.0,0.0,0.0,0.0
58.0,1.0,0.0,0.0,0.0
59.0,1.0,0.0,0.0,0.0
60.0,1.0,0.0,0.0,0.0
61.0,1.0,0.0,0.0,0.0
62.0,1.0,0.0,0.0,0.0
63.0,1.0,0.0,0.0,0.0
64.0,1.0,0.0,0.0,0.0
65.0,1.0,0.0,0.0,0.0
66.0,1.0,0.0,0.0,0.0
67.0,1.0,0.0,0.0,0.0
68.0,1.0,0.0,0.0,0.0
69.0,1.0,0.0,0.0,0.0
70.0,1.0,0.0,0.0,0.0
71.0,1.0,0.0,0.0,0.0
72.0,1.0,0.0,0.0,0.0
73.0,1.0,0.0,0.0,0.0
74.0,1.0,0.0,0.0,0.0
75.0,1.0,0.0,0.0,0.0
76.0,1.0,0.0,0.0,0.0
77.0,1.0,0.0,0.0,0.0
78.0,1.0,0.0,0.0,0.0
79.0,1.0,0.0,0.0,0.0
80.0,1.0,0.0,0.0,0.0
81.0,1.0,0.0,0.0,0.0
82.0,1.0,0.0,0.0,0.0
83.0,1.0,0.0,0.0,0.0
84.0,1.0,0.0,0.0,0.0
85.0,1.0,0.0,0.0,0.0
86.0,1.0,0.0,0.0,0.0
87.0,1.0,0.0,0.0,0.0
88.0,1.0,0.0,0.0,0.0
89.0,1.0,0.0,0.0,0.0
90.0,1.0,0.0,0.0,0.0
91.0,1.0,0.0,0.0,0.0
92.0,1.0,0.0,0.0,0.0
93.0,1.0,0.0,0.0,0.0
94.0,1.0,0.0,0.0,0.0
95.0,1.0,0.0,0.0,0.0
96.0,1.0,0.0,0.0,0.0
97.0,1.0,0.0,0.0,0.0
98.0,1.0,0.0,0.0,0.0
99.0,1.0,0.0,0.0,0.0
100.0,1.0,0.0,0.0,0.0
101.0,1.0,0.0,0.0,0.0
102.0,1.0,0.0,0.0,0.0
103.0,1.0,0.0,0.0,0.0
104.0,1.0,0.0,0.0,0.0
105.0,1.0,0.0,0.0,0.0
106.0,1.0,0.0,0.0,0.0
107.0,1.0,0.0,0.0,0.0
108.0,1.0,0.0,0.0,0.0
109.0,1.0,0.0,0.0,0.0
110.0,1.0,0.0,0.0,0.0
111.0,1.0,0.0,0.0,0.0
112.0,1.0,0.0,0.0,0.0
113.0,1.0,0.0,0.0,0.0
114.0,1.0,0.0,0.0,0.0
115.0,1.0,0.0,0.0,0.0
116.0,1.0,0.0,0.0,0.0
117.0,1.0,0.0,0.0,0.0
118.0,1.0,0.0,0.0,0.0
119.0,1.0,0.0,0.0,0.0
120.0,1.0,0.0,0.0,0.0
121.0,1.0,0.0,0.0,0.0
122.0,1.0,0.0,0.0,0.0
123.0,1.0,0.0,0.0,0.0
124.0,1.0,0.0,0.0,0.0
125.0,1.0,0.0,0.0,0.0
126.0,1.0,0.0,0.0,0.0
127.0,1.0,0.0,0.0,0.0
128.0,1.0,0.0,0.0,0.0
129.0,1.0,0.0,0.0,0.0
130.0,1.0,0.0,0.0,0.0
131.0,1.0,0.0,0.0,0.0
132.0,1.0,0.0,0.0,0.0
133.0,1.0,0.0,0.0,0.0
134.0,1.0,0.0,0.0,0.0
135.0,1.0,0.0,0.0,0.0
